data_referencia,torre,apartamento,consumo_m3,valor_conta
2022-05,A,82,12.89,64.45
2022-06,A,82,11.28,56.4
2022-07,A,82,17.64,88.2
2022-08,A,82,10.4,52.0
2022-09,A,82,10.55,52.75
2022-10,A,82,10.83,54.15
2022-11,A,82,9.41,47.94
2022-12,A,82,11.76,58.8
2023-01,A,82,12.5,62.5
2023-02,A,82,11.33,56.65
2023-03,A,82,12.41,62.05
2023-04,A,82,11.75,58.75
2023-05,A,82,10.23,51.15
2023-06,A,82,13.86,69.3
2023-07,A,82,15.09,75.45
2023-08,A,82,11.93,59.65
2023-09,A,82,12.85,64.25
2023-10,A,82,11.89,59.45
2023-11,A,82,11.59,57.95
2023-12,A,82,13.42,67.1
2024-01,A,82,9.91,49.69
2024-02,A,82,12.88,64.4
2024-03,A,82,10.37,51.85
2024-04,A,82,14.95,74.75
2024-05,A,82,12.32,61.6
2024-06,A,82,10.82,54.1
2024-07,A,82,17.4,87.0
2024-08,A,82,12.11,60.55
2024-09,A,82,13.99,69.95
2024-10,A,82,11.03,55.15
2024-11,A,82,14.55,72.75
2024-12,A,82,14.11,70.55
2022-01,A,83,21.99,114.92
2022-02,A,83,18.39,91.95
2022-03,A,83,22.59,119.42
2022-04,A,83,17.58,87.9
2022-05,A,83,20.53,103.98
2022-06,A,83,19.85,99.25
2022-07,A,83,25.24,139.3
2022-08,A,83,21.2,109.0
2022-09,A,83,17.14,85.7
2022-10,A,83,14.85,74.25
2022-11,A,83,23.29,124.67
2022-12,A,83,15.44,77.2
2023-01,A,83,19.47,97.35
2023-02,A,83,23.37,125.28
2023-03,A,83,22.94,122.05
2023-04,A,83,16.1,80.5
2023-05,A,83,16.87,84.35
2023-06,A,83,17.81,89.05
2023-07,A,83,28.43,163.22
2023-08,A,83,23.34,125.05
2023-09,A,83,15.16,75.8
2023-10,A,83,25.22,139.15
2023-11,A,83,21.18,108.85
2023-12,A,83,18.95,94.75
2024-01,A,83,24.1,130.75
2024-02,A,83,24.12,130.9
2024-03,A,83,21.44,110.8
2024-04,A,83,24.35,132.62
2024-05,A,83,18.57,92.85
2024-06,A,83,18.95,94.75
2024-07,A,83,27.49,156.17
2024-08,A,83,16.88,84.4
2024-09,A,83,19.83,99.15
2024-10,A,83,19.84,99.2
2024-11,A,83,19.46,97.3
2024-12,A,83,24.71,135.32
2022-01,A,84,4.08,29.28
2022-02,A,84,5.92,35.72
2022-03,A,84,5.53,34.36
2022-04,A,84,8.5,44.75
2022-05,A,84,4.76,31.66
2022-06,A,84,7.94,42.79
2022-07,A,84,7.74,42.09
2022-08,A,84,4.15,29.53
2022-09,A,84,4.77,31.7
2022-10,A,84,7.93,42.75
2022-11,A,84,9.31,47.59
2022-12,A,84,5.62,34.67
2023-01,A,84,7.49,41.22
2023-02,A,84,6.04,36.14
2023-03,A,84,7.1,39.85
2023-04,A,84,4.34,30.19
2023-05,A,84,7.77,42.2
2023-06,A,84,5.11,32.89
2023-07,A,84,4.45,30.58
2023-08,A,84,8.72,45.52
2023-09,A,84,7.19,40.17
2023-10,A,84,4.69,31.42
2023-11,A,84,4.29,30.02
2023-12,A,84,7.0,39.5
2024-01,A,84,7.18,40.13
2024-02,A,84,7.46,41.11
2024-03,A,84,6.16,36.56
2024-04,A,84,4.42,30.47
2024-05,A,84,7.55,41.42
2024-06,A,84,9.15,47.02
2024-07,A,84,8.65,45.28
2024-08,A,84,5.65,34.78
2024-09,A,84,6.76,38.66
2024-10,A,84,5.55,34.42
2024-11,A,84,8.22,43.77
2024-12,A,84,6.23,36.8
2022-01,A,85,5.17,33.09
2022-02,A,85,7.57,41.5
2022-03,A,85,7.26,40.41
2022-04,A,85,6.94,39.29
2022-05,A,85,5.96,35.86
2022-06,A,85,4.3,30.05
2022-07,A,85,4.65,31.28
2022-08,A,85,6.99,39.47
2022-09,A,85,5.07,32.75
2022-10,A,85,5.81,35.33
2022-11,A,85,4.0,29.0
2022-12,A,85,5.89,35.61
2023-01,A,85,4.25,29.88
2023-02,A,85,8.66,45.31
2023-03,A,85,7.98,42.93
2023-04,A,85,5.78,35.23
2023-05,A,85,8.94,46.29
2023-06,A,85,6.66,38.31
2023-07,A,85,7.17,40.09
2023-08,A,85,5.44,34.04
2023-09,A,85,7.82,42.37
2023-10,A,85,7.36,40.76
2023-11,A,85,7.03,39.61
2023-12,A,85,8.43,44.5
2024-01,A,85,7.25,40.38
2024-02,A,85,8.0,43.0
2024-03,A,85,4.12,29.42
2024-04,A,85,7.05,39.67
2024-05,A,85,8.34,44.19
2024-06,A,85,7.99,42.97
2024-07,A,85,6.54,37.89
2024-08,A,85,7.2,40.2
2024-09,A,85,4.57,31.0
2024-10,A,85,8.45,44.57
2024-11,A,85,4.66,31.31
2024-12,A,85,6.81,38.83
2022-01,A,86,8.65,45.28
2022-02,A,86,4.89,32.11
2022-03,A,86,7.21,40.23
2022-04,A,86,4.76,31.66
2022-05,A,86,7.23,40.3
2022-06,A,86,7.88,42.58
2022-07,A,86,8.21,43.73
2022-08,A,86,8.28,43.98
2022-09,A,86,7.63,41.7
2022-10,A,86,8.55,44.93
2022-11,A,86,8.48,44.68
2022-12,A,86,6.06,36.21
2023-01,A,86,4.5,30.75
2023-02,A,86,7.34,40.69
2023-03,A,86,7.67,41.84
2023-04,A,86,7.6,41.6
2023-05,A,86,4.55,30.92
2023-06,A,86,6.37,37.3
2023-07,A,86,7.17,40.09
2023-08,A,86,8.25,43.88
2023-09,A,86,8.41,44.44
2023-10,A,86,5.97,35.89
2023-11,A,86,7.69,41.92
2023-12,A,86,4.91,32.19
2024-01,A,86,6.4,37.4
2024-02,A,86,8.58,45.03
2024-03,A,86,7.5,41.25
2024-04,A,86,8.06,43.21
2024-05,A,86,5.09,32.81
2024-06,A,86,8.91,46.19
2024-07,A,86,6.07,36.25
2024-08,A,86,7.76,42.16
2024-09,A,86,6.21,36.73
2024-10,A,86,8.65,45.28
2024-11,A,86,5.68,34.88
2024-12,A,86,8.18,43.63
2022-01,A,87,9.82,49.37
2022-02,A,87,10.13,50.65
2022-03,A,87,13.35,66.75
2022-04,A,87,12.45,62.25
2022-05,A,87,13.76,68.8
2022-06,A,87,10.85,54.25
2022-07,A,87,11.65,58.25
2022-08,A,87,9.97,49.9
2022-09,A,87,9.59,48.56
2022-10,A,87,14.16,70.8
2022-11,A,87,13.62,68.1
2022-12,A,87,13.68,68.4
2023-01,A,87,15.24,76.2
2023-02,A,87,9.85,49.48
2023-03,A,87,10.72,53.6
2023-04,A,87,12.56,62.8
2023-05,A,87,10.86,54.3
2023-06,A,87,10.0,50.0
2023-07,A,87,14.65,73.25
2023-08,A,87,11.93,59.65
2023-09,A,87,14.55,72.75
2023-10,A,87,10.85,54.25
2023-11,A,87,12.27,61.35
2023-12,A,87,11.9,59.5
2024-01,A,87,14.75,73.75
2024-02,A,87,12.19,60.95
2024-03,A,87,11.05,55.25
2024-04,A,87,12.08,60.4
2024-05,A,87,13.21,66.05
2024-06,A,87,13.12,65.6
2024-07,A,87,16.85,84.25
2024-08,A,87,12.05,60.25
2024-09,A,87,12.27,61.35
2024-10,A,87,10.46,52.3
2024-11,A,87,14.55,72.75
2024-12,A,87,13.89,69.45
2022-01,A,88,11.09,55.45
2022-02,A,88,12.34,61.7
2022-03,A,88,13.06,65.3
2022-04,A,88,14.49,72.45
2022-05,A,88,13.51,67.55
2022-06,A,88,12.51,62.55
2022-07,A,88,12.16,60.8
2022-08,A,88,12.26,61.3
2022-09,A,88,11.89,59.45
2022-10,A,88,11.96,59.8
2022-11,A,88,13.26,66.3
2022-12,A,88,11.65,58.25
2023-01,A,88,12.67,63.35
2023-02,A,88,14.48,72.4
2023-03,A,88,12.48,62.4
2023-04,A,88,9.55,48.43
2023-05,A,88,11.63,58.15
2023-06,A,88,12.76,63.8
2023-07,A,88,12.3,61.5
2023-08,A,88,10.33,51.65
2023-09,A,88,13.21,66.05
2023-10,A,88,15.66,78.3
2023-11,A,88,11.08,55.4
2023-12,A,88,11.71,58.55
2024-01,A,88,11.77,58.85
2024-02,A,88,11.52,57.6
2024-03,A,88,13.44,67.2
2024-04,A,88,13.94,69.7
2024-05,A,88,9.73,49.05
2024-06,A,88,11.46,57.3
2024-07,A,88,13.96,69.8
2024-08,A,88,12.59,62.95
2024-09,A,88,11.18,55.9
2024-10,A,88,10.55,52.75
2024-11,A,88,9.71,48.98
2024-12,A,88,13.25,66.25
2022-01,A,89,8.41,44.44
2022-02,A,89,9.1,46.85
2022-03,A,89,5.15,33.03
2022-04,A,89,7.17,40.09
2022-05,A,89,7.16,40.06
2022-06,A,89,4.9,32.15
2022-07,A,89,7.23,40.3
2022-08,A,89,6.04,36.14
2022-09,A,89,4.95,32.33
2022-10,A,89,7.33,40.66
2022-11,A,89,7.92,42.72
2022-12,A,89,8.11,43.38
2023-01,A,89,7.14,39.99
2023-02,A,89,7.18,40.13
2023-03,A,89,5.27,33.45
2023-04,A,89,7.55,41.42
2023-05,A,89,5.08,32.78
2023-06,A,89,5.7,34.95
2023-07,A,89,4.73,31.55
2023-08,A,89,9.26,47.41
2023-09,A,89,7.58,41.53
2023-10,A,89,8.37,44.3
2023-11,A,89,7.91,42.69
2023-12,A,89,6.36,37.26
2024-01,A,89,5.59,34.56
2024-02,A,89,5.58,34.53
2024-03,A,89,7.13,39.95
2024-04,A,89,7.24,40.34
2024-05,A,89,6.01,36.03
2024-06,A,89,4.98,32.43
2024-07,A,89,6.57,38.0
2024-08,A,89,7.8,42.3
2024-09,A,89,4.22,29.77
2024-10,A,89,8.68,45.38
2024-11,A,89,6.16,36.56
2024-12,A,89,8.71,45.48
2022-01,A,90,44.0,280.0
2022-02,A,90,52.05,340.38
2022-03,A,90,35.76,218.2
2022-04,A,90,33.52,201.4
2022-05,A,90,30.93,181.97
2022-06,A,90,50.22,326.65
2022-07,A,90,37.42,230.65
2022-08,A,90,41.23,259.22
2022-09,A,90,31.39,185.43
2022-10,A,90,38.05,235.37
2022-11,A,90,50.35,327.62
2022-12,A,90,54.55,359.12
2023-01,A,90,47.66,307.45
2023-02,A,90,41.01,257.57
2023-03,A,90,39.41,245.57
2023-04,A,90,46.22,296.65
2023-05,A,90,46.08,295.6
2023-06,A,90,29.28,169.6
2023-07,A,90,54.57,359.27
2023-08,A,90,32.78,195.85
2023-09,A,90,50.75,330.62
2023-10,A,90,51.31,334.83
2023-11,A,90,59.38,395.35
2023-12,A,90,31.2,184.0
2024-01,A,90,34.29,207.18
2024-02,A,90,46.78,300.85
2024-03,A,90,60.07,400.52
2024-04,A,90,61.92,414.4
2024-05,A,90,43.15,273.62
2024-06,A,90,53.77,353.28
2024-07,A,90,57.94,384.55
2024-08,A,90,49.35,320.12
2024-09,A,90,39.59,246.93
2024-10,A,90,34.46,208.45
2024-11,A,90,52.9,346.75
2024-12,A,90,49.18,318.85
2022-01,A,91,18.13,90.65
2022-02,A,91,21.27,109.52
2022-03,A,91,19.22,96.1
2022-04,A,91,23.95,129.62
2022-05,A,91,15.21,76.05
2022-06,A,91,16.43,82.15
2022-07,A,91,23.87,129.03
2022-08,A,91,21.14,108.55
2022-09,A,91,24.4,133.0
2022-10,A,91,16.97,84.85
2022-11,A,91,17.28,86.4
2022-12,A,91,16.24,81.2
2023-01,A,91,16.28,81.4
2023-02,A,91,15.89,79.45
2023-03,A,91,17.33,86.65
2023-04,A,91,17.27,86.35
2023-05,A,91,21.6,112.0
2023-06,A,91,22.83,121.22
2023-07,A,91,23.95,129.62
2023-08,A,91,18.4,92.0
2023-09,A,91,17.42,87.1
2023-10,A,91,25.34,140.05
2023-11,A,91,24.82,136.15
2023-12,A,91,21.3,109.75
2024-01,A,91,18.46,92.3
2024-02,A,91,18.27,91.35
2024-03,A,91,24.31,132.32
2024-04,A,91,22.67,120.03
2024-05,A,91,15.34,76.7
2024-06,A,91,21.04,107.8
2024-07,A,91,18.53,92.65
2024-08,A,91,18.28,91.4
2024-09,A,91,21.76,113.2
2024-10,A,91,24.0,130.0
2024-11,A,91,23.54,126.55
2024-12,A,91,23.32,124.9
2022-01,A,92,10.88,54.4
2022-02,A,92,11.58,57.9
2022-03,A,92,13.84,69.2
2022-04,A,92,14.77,73.85
2022-05,A,92,11.88,59.4
2022-06,A,92,9.21,47.23
2022-07,A,92,16.05,80.25
2022-08,A,92,14.1,70.5
2022-09,A,92,12.65,63.25
2022-10,A,92,12.91,64.55
2022-11,A,92,13.19,65.95
2022-12,A,92,9.29,47.52
2023-01,A,92,12.04,60.2
2023-02,A,92,13.89,69.45
2023-03,A,92,11.26,56.3
2023-04,A,92,13.87,69.35
2023-05,A,92,13.44,67.2
2023-06,A,92,14.21,71.05
2023-07,A,92,15.86,79.3
2023-08,A,92,9.42,47.97
2023-09,A,92,10.45,52.25
2023-10,A,92,10.06,50.3
2023-11,A,92,13.06,65.3
2023-12,A,92,12.52,62.6
2024-01,A,92,13.92,69.6
2024-02,A,92,13.74,68.7
2024-03,A,92,13.19,65.95
2024-04,A,92,13.86,69.3
2024-05,A,92,9.74,49.09
2024-06,A,92,13.3,66.5
2024-07,A,92,13.72,68.6
2024-08,A,92,12.16,60.8
2024-09,A,92,11.52,57.6
2024-10,A,92,9.12,46.92
2024-11,A,92,14.19,70.95
2024-12,A,92,14.23,71.15
2022-01,A,93,18.77,93.85
2022-02,A,93,18.84,94.2
2022-03,A,93,25.75,143.12
2022-04,A,93,19.24,96.2
2022-05,A,93,23.8,128.5
2022-06,A,93,15.1,75.5
2022-07,A,93,23.29,124.67
2022-08,A,93,21.49,111.17
2022-09,A,93,24.81,136.07
2022-10,A,93,19.0,95.0
2022-11,A,93,26.08,145.6
2022-12,A,93,15.21,76.05
2023-01,A,93,25.57,141.78
2023-02,A,93,22.18,116.35
2023-03,A,93,18.02,90.1
2023-04,A,93,16.02,80.1
2023-05,A,93,26.0,145.0
2023-06,A,93,24.06,130.45
2023-07,A,93,23.66,127.45
2023-08,A,93,23.55,126.62
2023-09,A,93,23.32,124.9
2023-10,A,93,19.31,96.55
2023-11,A,93,17.41,87.05
2023-12,A,93,23.22,124.15
2024-01,A,93,21.65,112.37
2024-02,A,93,16.46,82.3
2024-03,A,93,18.74,93.7
2024-04,A,93,18.1,90.5
2024-05,A,93,20.04,100.3
2024-06,A,93,18.02,90.1
2024-07,A,93,24.51,133.83
2024-08,A,93,17.81,89.05
2024-09,A,93,14.75,73.75
2024-10,A,93,23.03,122.73
2024-11,A,93,18.69,93.45
2024-12,A,93,21.22,109.15
2022-01,A,94,11.12,55.6
2022-02,A,94,10.72,53.6
2022-03,A,94,15.21,76.05
2022-04,A,94,10.02,50.1
2022-05,A,94,9.28,47.48
2022-06,A,94,8.71,45.48
2022-07,A,94,15.48,77.4
2022-08,A,94,11.17,55.85
2022-09,A,94,14.41,72.05
2022-10,A,94,10.12,50.6
2022-11,A,94,10.42,52.1
2022-12,A,94,10.21,51.05
2023-01,A,94,12.53,62.65
2023-02,A,94,11.81,59.05
2023-03,A,94,12.7,63.5
2023-04,A,94,12.1,60.5
2023-05,A,94,13.92,69.6
2023-06,A,94,13.82,69.1
2023-07,A,94,14.31,71.55
2023-08,A,94,11.13,55.65
2023-09,A,94,9.98,49.93
2023-10,A,94,10.2,51.0
2023-11,A,94,13.27,66.35
2023-12,A,94,13.92,69.6
2024-01,A,94,12.32,61.6
2024-02,A,94,13.69,68.45
2024-03,A,94,15.24,76.2
2024-04,A,94,10.76,53.8
2024-05,A,94,10.73,53.65
2024-06,A,94,13.7,68.5
2024-07,A,94,13.51,67.55
2024-08,A,94,10.84,54.2
2024-09,A,94,10.48,52.4
2024-10,A,94,10.44,52.2
2024-11,A,94,9.74,49.09
2024-12,A,94,15.0,75.0
2022-01,A,95,8.34,44.19
2022-02,A,95,6.74,38.59
2022-03,A,95,5.96,35.86
2022-04,A,95,8.61,45.13
2022-05,A,95,8.0,43.0
2022-06,A,95,7.86,42.51
2022-07,A,95,8.12,43.42
2022-08,A,95,7.11,39.89
2022-09,A,95,7.04,39.64
2022-10,A,95,4.22,29.77
2022-11,A,95,6.48,37.68
2022-12,A,95,5.33,33.66
2023-01,A,95,7.47,41.14
2023-02,A,95,4.79,31.77
2023-03,A,95,4.63,31.2
2023-04,A,95,6.34,37.19
2023-05,A,95,7.67,41.84
2023-06,A,95,4.6,31.1
2023-07,A,95,8.0,43.0
2023-08,A,95,7.23,40.3
2023-09,A,95,4.5,30.75
2023-10,A,95,8.12,43.42
2023-11,A,95,4.73,31.55
2023-12,A,95,8.03,43.1
2024-01,A,95,5.45,34.08
2024-02,A,95,4.16,29.56
2024-03,A,95,8.2,43.7
2024-04,A,95,8.48,44.68
2024-05,A,95,5.77,35.2
2024-06,A,95,5.42,33.97
2024-07,A,95,8.19,43.66
2024-08,A,95,7.48,41.18
2024-09,A,95,4.09,29.31
2024-10,A,95,4.57,31.0
2024-11,A,95,4.24,29.84
2024-12,A,95,7.89,42.61
2022-01,A,96,9.65,48.77
2022-02,A,96,10.36,51.8
2022-03,A,96,11.46,57.3
2022-04,A,96,12.82,64.1
2022-05,A,96,9.64,48.74
2022-06,A,96,12.23,61.15
2022-07,A,96,16.24,81.2
2022-08,A,96,10.3,51.5
2022-09,A,96,10.56,52.8
2022-10,A,96,13.89,69.45
2022-11,A,96,12.52,62.6
2022-12,A,96,14.6,73.0
2023-01,A,96,10.14,50.7
2023-02,A,96,14.47,72.35
2023-03,A,96,13.98,69.9
2023-04,A,96,15.09,75.45
2023-05,A,96,14.93,74.65
2023-06,A,96,12.28,61.4
2023-07,A,96,17.35,86.75
2023-08,A,96,11.62,58.1
2023-09,A,96,13.64,68.2
2023-10,A,96,14.08,70.4
2023-11,A,96,13.68,68.4
2023-12,A,96,9.6,48.6
2024-01,A,96,12.86,64.3
2024-02,A,96,10.98,54.9
2024-03,A,96,12.01,60.05
2024-04,A,96,12.96,64.8
2024-05,A,96,12.14,60.7
2024-06,A,96,12.88,64.4
2024-07,A,96,11.15,55.75
2024-08,A,96,14.41,72.05
2024-09,A,96,9.57,48.5
2024-10,A,96,10.82,54.1
2024-11,A,96,11.3,56.5
2024-12,A,96,9.87,49.54
2022-01,A,97,9.83,49.41
2022-02,A,97,13.21,66.05
2022-03,A,97,10.99,54.95
2022-04,A,97,12.2,61.0
2022-05,A,97,13.05,65.25
2022-06,A,97,12.99,64.95
2022-07,A,97,17.13,85.65
2022-08,A,97,12.63,63.15
2022-09,A,97,9.73,49.05
2022-10,A,97,11.42,57.1
2022-11,A,97,13.1,65.5
2022-12,A,97,12.15,60.75
2023-01,A,97,12.53,62.65
2023-02,A,97,10.68,53.4
2023-03,A,97,9.92,49.72
2023-04,A,97,9.9,49.65
2023-05,A,97,11.83,59.15
2023-06,A,97,13.68,68.4
2023-07,A,97,13.37,66.85
2023-08,A,97,12.41,62.05
2023-09,A,97,9.96,49.86
2023-10,A,97,13.6,68.0
2023-11,A,97,11.42,57.1
2023-12,A,97,13.92,69.6
2024-01,A,97,9.51,48.28
2024-02,A,97,10.34,51.7
2024-03,A,97,13.47,67.35
2024-04,A,97,11.31,56.55
2024-05,A,97,9.48,48.18
2024-06,A,97,10.81,54.05
2024-07,A,97,10.95,54.75
2024-08,A,97,13.72,68.6
2024-09,A,97,12.87,64.35
2024-10,A,97,15.27,76.35
2024-11,A,97,15.25,76.25
2024-12,A,97,12.54,62.7
2022-01,A,98,10.86,54.3
2022-02,A,98,9.36,47.76
2022-03,A,98,11.19,55.95
2022-04,A,98,10.2,51.0
2022-05,A,98,12.62,63.1
2022-06,A,98,12.56,62.8
2022-07,A,98,10.35,51.75
2022-08,A,98,14.75,73.75
2022-09,A,98,13.48,67.4
2022-10,A,98,12.04,60.2
2022-11,A,98,14.25,71.25
2022-12,A,98,12.96,64.8
2023-01,A,98,8.87,46.05
2023-02,A,98,10.5,52.5
2023-03,A,98,13.98,69.9
2023-04,A,98,14.76,73.8
2023-05,A,98,14.87,74.35
2023-06,A,98,11.34,56.7
2023-07,A,98,16.86,84.3
2023-08,A,98,15.31,76.55
2023-09,A,98,11.37,56.85
2023-10,A,98,13.36,66.8
2023-11,A,98,11.35,56.75
2023-12,A,98,12.38,61.9
2024-01,A,98,13.14,65.7
2024-02,A,98,9.85,49.48
2024-03,A,98,12.07,60.35
2024-04,A,98,13.31,66.55
2024-05,A,98,9.82,49.37
2024-06,A,98,14.85,74.25
2024-07,A,98,12.65,63.25
2024-08,A,98,9.98,49.93
2024-09,A,98,10.12,50.6
2024-10,A,98,12.15,60.75
2024-11,A,98,14.25,71.25
2024-12,A,98,11.11,55.55
2022-01,A,99,11.97,59.85
2022-02,A,99,13.61,68.05
2022-03,A,99,10.94,54.7
2022-04,A,99,12.81,64.05
2022-05,A,99,11.59,57.95
2022-06,A,99,11.68,58.4
2022-07,A,99,11.85,59.25
2022-08,A,99,10.34,51.7
2022-09,A,99,12.93,64.65
2022-10,A,99,15.09,75.45
2022-11,A,99,12.74,63.7
2022-12,A,99,12.31,61.55
2023-01,A,99,12.86,64.3
2023-02,A,99,12.02,60.1
2023-03,A,99,9.22,47.27
2023-04,A,99,11.05,55.25
2023-05,A,99,14.71,73.55
2023-06,A,99,12.05,60.25
2023-07,A,99,11.5,57.5
2023-08,A,99,11.11,55.55
2023-09,A,99,10.1,50.5
2023-10,A,99,11.14,55.7
2023-11,A,99,12.56,62.8
2023-12,A,99,14.52,72.6
2024-01,A,99,12.96,64.8
2024-02,A,99,14.93,74.65
2024-03,A,99,10.48,52.4
2024-04,A,99,10.74,53.7
2024-05,A,99,12.36,61.8
2024-06,A,99,14.15,70.75
2024-07,A,99,15.35,76.75
2024-08,A,99,12.22,61.1
2024-09,A,99,9.7,48.95
2024-10,A,99,11.91,59.55
2024-11,A,99,10.54,52.7
2024-12,A,99,13.51,67.55
2022-01,A,100,10.32,51.6
2022-02,A,100,11.6,58.0
2022-03,A,100,11.5,57.5
2022-04,A,100,14.26,71.3
2022-05,A,100,13.62,68.1
2022-06,A,100,10.75,53.75
2022-07,A,100,15.58,77.9
2022-08,A,100,10.07,50.35
2022-09,A,100,8.85,45.97
2022-10,A,100,14.27,71.35
2022-11,A,100,13.48,67.4
2022-12,A,100,8.98,46.43
2023-01,A,100,10.12,50.6
2023-02,A,100,13.53,67.65
2023-03,A,100,9.91,49.69
2023-04,A,100,9.1,46.85
2023-05,A,100,9.43,48.0
2023-06,A,100,13.87,69.35
2023-07,A,100,15.21,76.05
2023-08,A,100,12.67,63.35
2023-09,A,100,10.32,51.6
2023-10,A,100,12.52,62.6
2023-11,A,100,14.08,70.4
2023-12,A,100,14.08,70.4
2024-01,A,100,11.95,59.75
2024-02,A,100,11.81,59.05
2024-03,A,100,13.11,65.55
2024-04,A,100,14.94,74.7
2024-05,A,100,11.87,59.35
2024-06,A,100,9.58,48.53
2024-07,A,100,16.11,80.55
2024-08,A,100,11.48,57.4
2024-09,A,100,10.23,51.15
2024-10,A,100,11.25,56.25
2024-11,A,100,11.03,55.15
2024-12,A,100,12.53,62.65
2022-01,A,101,7.87,42.55
2022-02,A,101,7.35,40.72
2022-03,A,101,4.28,29.98
2022-04,A,101,5.5,34.25
2022-05,A,101,8.63,45.2
2022-06,A,101,7.34,40.69
2022-07,A,101,8.47,44.65
2022-08,A,101,8.93,46.25
2022-09,A,101,5.51,34.28
2022-10,A,101,8.36,44.26
2022-11,A,101,4.86,32.01
2022-12,A,101,5.07,32.75
2023-01,A,101,4.33,30.16
2023-02,A,101,6.54,37.89
2023-03,A,101,6.26,36.91
2023-04,A,101,7.99,42.97
2023-05,A,101,6.76,38.66
2023-06,A,101,7.7,41.95
2023-07,A,101,7.27,40.45
2023-08,A,101,8.73,45.55
2023-09,A,101,8.44,44.54
2023-10,A,101,6.18,36.63
2023-11,A,101,7.36,40.76
2023-12,A,101,8.0,43.0
2024-01,A,101,8.1,43.35
2024-02,A,101,4.27,29.95
2024-03,A,101,4.34,30.19
2024-04,A,101,7.9,42.65
2024-05,A,101,8.79,45.77
2024-06,A,101,6.85,38.97
2024-07,A,101,7.97,42.89
2024-08,A,101,5.06,32.71
2024-09,A,101,5.86,35.51
2024-10,A,101,5.86,35.51
2024-11,A,101,7.8,42.3
2024-12,A,101,4.74,31.59
2022-01,A,102,5.95,35.83
2022-02,A,102,6.57,38.0
2022-03,A,102,5.83,35.41
2022-04,A,102,4.82,31.87
2022-05,A,102,5.73,35.05
2022-06,A,102,4.94,32.29
2022-07,A,102,8.67,45.34
2022-08,A,102,5.06,32.71
2022-09,A,102,7.64,41.74
2022-10,A,102,7.55,41.42
2022-11,A,102,4.34,30.19
2022-12,A,102,8.49,44.72
2023-01,A,102,4.74,31.59
2023-02,A,102,6.44,37.54
2023-03,A,102,9.36,47.76
2023-04,A,102,7.09,39.81
2023-05,A,102,7.94,42.79
2023-06,A,102,5.42,33.97
2023-07,A,102,5.19,33.17
2023-08,A,102,8.39,44.37
2023-09,A,102,7.36,40.76
2023-10,A,102,5.23,33.3
2023-11,A,102,8.18,43.63
2023-12,A,102,6.29,37.02
2024-01,A,102,4.81,31.83
2024-02,A,102,7.36,40.76
2024-03,A,102,5.91,35.69
2024-04,A,102,4.94,32.29
2024-05,A,102,6.58,38.03
2024-06,A,102,5.98,35.93
2024-07,A,102,7.27,40.45
2024-08,A,102,8.99,46.47
2024-09,A,102,6.66,38.31
2024-10,A,102,8.01,43.03
2024-11,A,102,7.49,41.22
2024-12,A,102,7.55,41.42
2022-01,A,103,18.94,94.7
2022-02,A,103,17.12,85.6
2022-03,A,103,16.78,83.9
2022-04,A,103,23.71,127.83
2022-05,A,103,22.28,117.1
2022-06,A,103,15.29,76.45
2022-07,A,103,17.59,87.95
2022-08,A,103,22.12,115.9
2022-09,A,103,15.97,79.85
2022-10,A,103,15.21,76.05
2022-11,A,103,19.26,96.3
2022-12,A,103,24.32,132.4
2023-01,A,103,15.66,78.3
2023-02,A,103,18.11,90.55
2023-03,A,103,22.69,120.18
2023-04,A,103,17.6,88.0
2023-05,A,103,16.37,81.85
2023-06,A,103,21.41,110.58
2023-07,A,103,23.42,125.65
2023-08,A,103,20.46,103.45
2023-09,A,103,24.12,130.9
2023-10,A,103,21.76,113.2
2023-11,A,103,22.75,120.62
2023-12,A,103,17.11,85.55
2024-01,A,103,21.7,112.75
2024-02,A,103,19.35,96.75
2024-03,A,103,17.41,87.05
2024-04,A,103,14.82,74.1
2024-05,A,103,24.26,131.95
2024-06,A,103,22.06,115.45
2024-07,A,103,23.41,125.58
2024-08,A,103,25.47,141.02
2024-09,A,103,25.47,141.02
2024-10,A,103,16.25,81.25
2024-11,A,103,16.88,84.4
2024-12,A,103,18.84,94.2
2022-01,A,104,7.69,41.92
2022-02,A,104,7.01,39.53
2022-03,A,104,5.19,33.17
2022-04,A,104,6.91,39.19
2022-05,A,104,4.42,30.47
2022-06,A,104,5.95,35.83
2022-07,A,104,8.09,43.31
2022-08,A,104,5.34,33.69
2022-09,A,104,4.58,31.03
2022-10,A,104,4.4,30.4
2022-11,A,104,5.93,35.75
2022-12,A,104,7.47,41.14
2023-01,A,104,4.05,29.17
2023-02,A,104,5.05,32.67
2023-03,A,104,8.59,45.06
2023-04,A,104,9.21,47.23
2023-05,A,104,9.11,46.88
2023-06,A,104,7.63,41.7
2023-07,A,104,5.95,35.83
2023-08,A,104,5.19,33.17
2023-09,A,104,5.01,32.53
2023-10,A,104,4.71,31.48
2023-11,A,104,4.37,30.3
2023-12,A,104,8.39,44.37
2024-01,A,104,6.47,37.64
2024-02,A,104,8.83,45.91
2024-03,A,104,6.23,36.8
2024-04,A,104,7.43,41.0
2024-05,A,104,4.27,29.95
2024-06,A,104,5.32,33.62
2024-07,A,104,6.53,37.86
2024-08,A,104,5.52,34.32
2024-09,A,104,6.08,36.28
